county,state,avganncount,avgdeathsperyear,popest2015,medincome,binnedinc,medianage,medianagemale,medianagefemale,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctpubliccoverage,povertypercent,studypercap
Adams County, Mississippi,194.0,89,31254,32327,"[22640, 34218.1]",40.7,38.2,44.1,35.9,11.1,41.4,11.3,46.8,46.4,32.9,671.913995
Alcorn County, Mississippi,201.0,87,37388,35180,"(34218.1, 37413.8]",39.9,37.4,42.2,36.3,10.3,50.4,9.0,53.7,41.3,21.8,80.23964909
Amite County, Mississippi,78.0,33,12574,30668,"[22640, 34218.1]",45.3,42.6,47.9,36.6,7.4,44.0,12.7,46.1,49.3,23.2,0.0
Attala County, Mississippi,104.0,52,19043,32521,"[22640, 34218.1]",40.8,40.4,41.0,31.4,9.2,44.8,12.6,53.6,47.0,23.6,105.0254687
Benton County, Mississippi,38.0,22,8182,30665,"[22640, 34218.1]",39.8,40.0,39.7,38.1,5.6,44.5,17.1,56.3,39.8,25.6,855.5365436000001
Bolivar County, Mississippi,173.0,87,33322,29297,"[22640, 34218.1]",34.7,32.4,36.8,25.0,13.8,45.1,15.3,42.8,46.8,34.0,0.0
Calhoun County, Mississippi,98.0,43,14717,33141,"[22640, 34218.1]",40.5,38.3,42.6,34.2,6.3,48.1,10.1,50.6,46.0,25.0,0.0
Carroll County, Mississippi,57.0,28,10243,38219,"(37413.8, 40362.7]",44.6,43.4,47.0,37.3,7.8,43.7,11.9,53.6,45.3,17.9,0.0
Chickasaw County, Mississippi,106.0,40,17328,31616,"[22640, 34218.1]",37.7,36.0,39.3,37.3,7.4,48.6,12.2,54.1,45.2,24.7,0.0
Choctaw County, Mississippi,38.0,18,8299,34548,"(34218.1, 37413.8]",42.8,41.8,44.0,33.4,8.3,43.9,14.2,50.6,46.8,24.2,0.0
Claiborne County, Mississippi,43.0,18,9150,26083,"[22640, 34218.1]",32.7,30.7,33.6,29.8,8.5,32.3,17.5,37.9,52.9,42.6,0.0
Clarke County, Mississippi,100.0,41,16006,34910,"(34218.1, 37413.8]",41.3,40.4,42.6,34.4,9.9,48.9,11.7,55.1,43.9,22.4,0.0
Clay County, Mississippi,104.0,47,20048,33939,"[22640, 34218.1]",38.8,37.7,39.3,32.9,12.0,47.7,16.2,52.9,44.0,28.4,0.0
Coahoma County, Mississippi,120.0,70,24620,28647,"[22640, 34218.1]",33.5,31.0,35.2,27.6,12.6,46.2,20.3,42.7,49.9,35.0,0.0
Copiah County, Mississippi,169.0,65,28773,35314,"(34218.1, 37413.8]",38.1,36.1,39.5,31.5,10.2,45.4,14.3,48.7,42.3,26.0,0.0
Covington County, Mississippi,107.0,48,19543,31835,"[22640, 34218.1]",37.6,36.5,38.7,36.8,8.6,43.9,13.7,50.5,44.7,26.5,51.169216600000006
DeSoto County, Mississippi,646.0,281,173323,58479,"(54545.6, 61494.5]",36.0,34.8,37.0,29.9,15.7,64.3,7.6,72.7,25.1,10.1,115.3914945
Forrest County, Mississippi,378.0,152,75944,36808,"(34218.1, 37413.8]",31.9,31.1,32.8,28.2,15.3,54.1,13.1,56.5,35.7,26.4,65.83798588
Jackson County, Kentucky,88.0,40,13352,29090,"[22640, 34218.1]",39.8,39.2,40.5,43.4,4.3,37.3,12.3,44.8,47.5,26.8,2771.120431
Jefferson County, Kentucky,4320.0,1623,763623,48264,"(48021.6, 51046.4]",37.9,36.4,39.7,27.5,18.3,60.0,8.4,69.2,33.1,16.8,409.8881254
Jessamine County, Kentucky,244.0,91,51961,51227,"(51046.4, 54545.6]",37.4,35.8,38.1,28.9,16.2,58.9,8.8,68.0,32.7,14.7,38.49040627
Johnson County, Kentucky,139.0,69,23175,34271,"(34218.1, 37413.8]",40.9,40.5,41.6,37.3,5.5,38.4,9.1,48.8,51.8,25.6,129.4498382
Kenton County, Kentucky,788.0,311,165012,54728,"(54545.6, 61494.5]",36.4,35.6,37.4,29.4,18.6,62.5,7.7,70.6,29.6,15.5,430.2717378
Knott County, Kentucky,87.0,41,15693,27709,"[22640, 34218.1]",40.8,40.3,41.0,35.1,6.2,36.5,14.6,47.1,51.0,33.7,0.0
Knox County, Kentucky,209.0,85,31730,26048,"[22640, 34218.1]",39.2,37.8,40.7,40.7,5.5,37.8,15.7,40.3,55.5,34.9,0.0
Larue County, Kentucky,86.0,35,14241,40312,"(37413.8, 40362.7]",40.6,39.5,42.7,43.1,6.7,50.8,9.3,57.7,46.8,18.0,0.0
Laurel County, Kentucky,345.0,138,60094,34678,"(34218.1, 37413.8]",38.5,37.8,39.4,37.9,6.8,47.0,12.4,53.3,43.8,24.7,0.0
Lawrence County, Kentucky,98.0,49,15745,32835,"[22640, 34218.1]",40.3,39.0,41.3,41.5,6.2,42.6,7.8,54.3,43.0,25.9,1397.268974
Lee County, Kentucky,48.0,25,6752,25473,"[22640, 34218.1]",41.9,39.9,45.1,42.5,3.4,29.0,12.2,41.5,52.4,35.0,0.0
Leslie County, Kentucky,76.0,36,10711,27777,"[22640, 34218.1]",42.0,40.6,42.8,33.8,5.3,31.7,17.0,46.5,51.5,33.0,0.0
Letcher County, Kentucky,156.0,67,23123,28574,"[22640, 34218.1]",41.6,41.0,42.8,36.1,7.1,38.0,12.6,47.0,52.3,30.1,129.74095060000002
Lewis County, Kentucky,81.0,39,13682,30217,"[22640, 34218.1]",40.8,40.5,41.0,42.2,5.4,42.2,8.4,49.1,47.6,34.4,0.0
Lincoln County, Kentucky,152.0,59,24463,35368,"(34218.1, 37413.8]",40.3,39.1,41.9,44.5,6.6,47.4,10.5,55.7,42.4,27.6,81.75612149
Livingston County, Kentucky,78.0,30,9316,42892,"(42724.4, 45201]",45.9,45.6,46.2,46.9,4.9,49.8,6.7,67.4,40.9,14.1,0.0
Logan County, Kentucky,175.0,68,26910,41150,"(40362.7, 42724.4]",40.5,39.0,41.8,40.3,8.3,49.4,7.7,60.1,39.2,16.9,0.0
Lyon County, Kentucky,63.0,27,8306,43067,"(42724.4, 45201]",49.0,45.5,52.2,39.0,10.3,36.0,7.6,70.1,40.9,15.4,601.9744762999999
McCracken County, Kentucky,409.0,150,65018,41216,"(40362.7, 42724.4]",42.5,41.2,43.7,31.3,13.6,55.2,6.1,65.2,37.9,17.5,415.26961760000006
McCreary County, Kentucky,107.0,51,17878,24265,"[22640, 34218.1]",38.8,37.2,40.4,40.5,3.2,30.4,19.0,42.5,57.2,47.0,0.0
McLean County, Kentucky,65.0,28,9512,42288,"(40362.7, 42724.4]",41.8,40.1,43.0,39.9,6.1,52.4,8.4,63.9,41.9,16.9,0.0
Madison County, Kentucky,423.0,164,87824,44358,"(42724.4, 45201]",33.9,33.2,34.8,29.5,16.7,56.7,8.6,68.2,31.4,19.7,0.0
Magoffin County, Kentucky,81.0,31,12808,29421,"[22640, 34218.1]",41.0,39.9,41.7,37.8,3.9,35.3,12.2,44.6,53.0,30.2,312.30480950000003
Marion County, Kentucky,110.0,44,19365,39089,"(37413.8, 40362.7]",38.8,38.0,39.6,44.8,8.1,50.7,9.2,65.5,37.3,21.8,0.0
Marshall County, Kentucky,221.0,85,31101,45596,"(45201, 48021.6]",44.9,43.7,46.1,41.0,9.3,,7.7,68.2,39.7,13.1,0.0
Martin County, Kentucky,71.0,36,12307,27484,"[22640, 34218.1]",38.1,35.6,41.8,39.5,2.5,23.9,20.6,39.2,56.5,40.6,0.0
Mason County, Kentucky,121.0,53,17099,40260,"(37413.8, 40362.7]",41.1,39.3,42.6,38.3,7.5,52.4,6.2,63.6,38.7,18.6,0.0
Meade County, Kentucky,147.0,60,27924,52377,"(51046.4, 54545.6]",36.7,36.9,36.5,39.8,8.4,,11.5,67.9,35.6,12.6,0.0
Menifee County, Kentucky,43.0,19,6358,30828,"[22640, 34218.1]",41.6,40.6,42.8,39.1,6.5,42.4,14.7,51.2,48.9,27.1,0.0
Mercer County, Kentucky,143.0,57,21407,43945,"(42724.4, 45201]",42.6,40.7,44.7,38.8,10.9,54.4,11.5,66.0,38.0,17.6,0.0
Metcalfe County, Kentucky,63.0,28,9909,30460,"[22640, 34218.1]",43.4,42.2,44.0,40.9,6.1,50.3,7.4,51.8,44.6,25.2,0.0
Monroe County, Kentucky,74.0,33,10667,30172,"[22640, 34218.1]",42.7,40.2,44.3,41.8,8.1,46.2,9.5,55.3,48.3,26.2,0.0
Montgomery County, Kentucky,152.0,61,27608,41139,"(40362.7, 42724.4]",38.8,36.7,41.1,39.1,10.0,51.1,10.4,59.6,39.1,20.8,470.8780064
Morgan County, Kentucky,77.0,36,13275,30872,"[22640, 34218.1]",40.7,39.4,42.9,36.2,6.6,,9.6,47.3,51.8,30.4,0.0
Muhlenberg County, Kentucky,190.0,85,31183,38916,"(37413.8, 40362.7]",41.5,39.5,43.1,42.1,5.0,45.3,10.3,60.5,40.3,21.6,0.0
Nelson County, Kentucky,252.0,85,45126,54540,"(51046.4, 54545.6]",37.9,36.4,39.5,42.0,9.7,58.4,9.8,68.5,34.3,12.7,421.043301
Nicholas County, Kentucky,49.0,23,7131,37061,"(34218.1, 37413.8]",501.6,39.9,43.3,40.7,6.0,51.0,7.7,55.3,42.4,19.4,0.0
Ohio County, Kentucky,153.0,65,24216,38261,"(37413.8, 40362.7]",40.2,38.3,41.3,42.8,5.2,47.5,9.6,59.9,42.5,19.7,0.0
Oldham County, Kentucky,301.0,85,64875,92097,"(61494.5, 125635]",39.6,39.2,39.9,23.0,24.1,60.5,4.3,85.1,20.0,5.5,0.0
Owen County, Kentucky,67.0,21,10730,43626,"(42724.4, 45201]",41.7,41.6,41.8,47.0,8.3,51.6,8.6,66.0,38.6,17.4,0.0
Owsley County, Kentucky,31.0,16,4461,23047,"[22640, 34218.1]",43.0,42.6,43.9,34.6,8.5,31.8,8.8,35.9,59.3,45.1,0.0
Pendleton County, Kentucky,81.0,31,14408,47023,"(45201, 48021.6]",41.5,40.7,42.2,47.9,7.2,56.2,6.4,67.0,36.5,15.6,0.0
Perry County, Kentucky,192.0,93,27565,31265,"[22640, 34218.1]",41.4,40.2,41.8,32.2,7.3,41.3,13.9,48.3,48.4,27.5,834.3914384
Pike County, Kentucky,400.0,182,61792,32666,"[22640, 34218.1]",41.1,40.1,42.3,36.4,6.6,40.6,10.7,53.1,49.4,27.4,80.91662351
Powell County, Kentucky,91.0,40,12269,32783,"[22640, 34218.1]",38.4,38.1,38.9,40.7,6.1,44.5,8.3,52.9,46.2,26.7,0.0
Pulaski County, Kentucky,418.0,178,63782,32767,"[22640, 34218.1]",42.0,40.8,43.3,41.2,8.6,50.4,9.1,60.1,45.0,26.0,0.0
Robertson County, Kentucky,17.0,9,2138,37281,"(34218.1, 37413.8]",46.7,47.3,46.3,36.1,9.8,44.1,6.7,55.8,46.3,23.0,0.0
Rockcastle County, Kentucky,110.0,47,16942,33789,"[22640, 34218.1]",41.8,41.3,42.3,43.2,4.6,44.3,11.0,55.3,46.0,24.1,0.0
Rowan County, Kentucky,125.0,54,23892,37287,"(34218.1, 37413.8]",32.2,30.9,33.0,31.0,11.1,51.5,6.5,61.2,34.8,23.4,41.85501423
Russell County, Kentucky,110.0,52,17662,33623,"[22640, 34218.1]",42.9,41.0,44.2,36.6,6.7,,11.8,50.7,49.2,26.3,0.0
Scott County, Kentucky,215.0,72,52420,61989,"(61494.5, 125635]",35.8,35.3,36.4,30.7,17.2,65.3,6.9,75.4,24.8,10.9,0.0
Shelby County, Kentucky,219.0,69,45632,57447,"(54545.6, 61494.5]",38.7,38.3,38.8,31.8,14.1,60.9,5.7,71.6,29.3,12.8,153.401122
Simpson County, Kentucky,114.0,46,18006,45269,"(45201, 48021.6]",39.6,37.7,41.8,42.6,10.2,54.5,7.0,61.9,36.6,15.0,0.0
Spencer County, Kentucky,92.0,30,17894,67437,"(61494.5, 125635]",40.5,40.7,40.3,35.6,12.7,62.6,6.4,78.9,25.2,8.8,0.0
Taylor County, Kentucky,157.0,64,25420,34633,"(34218.1, 37413.8]",39.2,37.5,40.7,40.6,8.1,51.8,9.6,55.7,44.1,26.7,0.0
Todd County, Kentucky,63.0,25,12531,40002,"(37413.8, 40362.7]",36.9,36.1,38.2,41.9,6.3,48.9,8.5,52.5,39.6,19.3,0.0
Trigg County, Kentucky,94.0,44,14233,44676,"(42724.4, 45201]",45.1,44.2,45.5,30.1,9.4,48.8,8.4,62.3,38.8,15.8,0.0
Trimble County, Kentucky,53.0,22,8769,46708,"(45201, 48021.6]",41.1,39.8,41.6,47.2,6.6,51.5,14.6,66.7,33.7,16.2,0.0
Union County, Kentucky,77.0,33,15050,44119,"(42724.4, 45201]",37.1,33.7,42.2,40.2,6.1,49.7,7.8,60.9,38.7,18.9,0.0
Warren County, Kentucky,522.0,208,122851,48925,"(48021.6, 51046.4]",32.8,31.9,33.8,30.9,17.2,59.9,7.9,68.2,30.5,18.3,32.55976752
Washington County, Kentucky,66.0,27,12063,39983,"(37413.8, 40362.7]",41.5,39.1,42.5,41.6,6.8,57.3,6.1,68.7,33.9,19.7,0.0
Wayne County, Kentucky,128.0,55,20464,30619,"[22640, 34218.1]",42.0,41.2,44.1,37.0,4.4,39.9,12.6,50.2,51.9,26.2,0.0
Webster County, Kentucky,83.0,36,13170,43024,"(42724.4, 45201]",39.7,38.2,42.0,42.3,5.3,48.9,7.2,62.7,38.6,17.3,0.0
Whitley County, Kentucky,217.0,96,36129,31086,"[22640, 34218.1]",37.1,35.6,38.1,37.1,8.9,44.2,10.2,48.5,48.8,29.8,0.0
Wolfe County, Kentucky,50.0,23,7259,25768,"[22640, 34218.1]",41.8,40.6,42.6,38.5,5.6,34.4,9.7,39.3,57.4,36.2,0.0
Woodford County, Kentucky,142.0,53,25793,57067,"(54545.6, 61494.5]",41.9,40.8,42.7,28.9,20.2,63.3,4.8,75.7,28.2,11.2,0.0
Acadia Parish, Louisiana,323.0,151,62577,40269,"(37413.8, 40362.7]",35.7,34.7,37.2,39.2,7.6,52.0,10.1,56.5,37.4,22.0,0.0
Allen Parish, Louisiana,123.0,54,25683,36852,"(34218.1, 37413.8]",38.5,37.6,40.4,44.0,6.9,40.4,8.9,58.0,40.2,22.5,0.0
Ascension Parish, Louisiana,455.0,151,119455,67299,"(61494.5, 125635]",34.8,33.8,35.8,34.6,18.9,64.2,6.4,71.5,25.1,13.7,0.0
Assumption Parish, Louisiana,120.0,51,22842,46317,"(45201, 48021.6]",39.3,37.9,40.7,39.5,7.5,,10.3,58.7,39.4,17.8,131.3370108
Avoyelles Parish, Louisiana,242.0,111,41103,34022,"[22640, 34218.1]",38.2,36.9,39.6,41.3,6.3,46.1,9.6,51.6,41.4,25.5,0.0
Beauregard Parish, Louisiana,178.0,75,36462,43918,"(42724.4, 45201]",37.5,35.9,39.3,42.7,10.7,50.5,5.7,59.6,35.9,18.9,0.0
Clay County, Georgia,18.0,7,3141,27512,"[22640, 34218.1]",40.3,37.5,43.4,44.8,2.7,35.6,19.2,35.2,51.9,37.3,0.0
Clayton County, Georgia,886.0,291,273955,42985,"(42724.4, 45201]",32.4,30.4,34.1,32.0,12.2,57.2,14.1,49.4,32.4,22.9,29.20187622
Clinch County, Georgia,33.0,13,6893,31577,"[22640, 34218.1]",36.1,35.1,38.5,35.4,7.4,45.3,10.7,46.2,42.5,28.5,0.0
Cobb County, Georgia,2864.0,853,741334,66970,"(61494.5, 125635]",36.0,34.9,37.1,19.5,29.2,65.5,8.0,70.2,20.8,13.0,148.3811615
Coffee County, Georgia,175.0,78,43108,33125,"[22640, 34218.1]",35.2,34.1,36.7,39.1,8.6,45.9,8.3,46.4,38.4,28.1,0.0
Colquitt County, Georgia,220.0,89,45844,33509,"[22640, 34218.1]",35.5,34.4,36.8,36.7,8.1,52.7,8.3,41.2,39.5,26.5,0.0
Columbia County, Georgia,494.0,181,144052,68067,"(61494.5, 125635]",36.6,35.4,37.6,23.8,21.6,58.1,7.1,78.8,22.3,9.5,0.0
Cook County, Georgia,89.0,35,17124,32408,"[22640, 34218.1]",36.7,35.6,37.5,39.5,8.0,54.1,6.6,45.0,38.4,26.1,0.0
Coweta County, Georgia,555.0,199,138427,60809,"(54545.6, 61494.5]",37.6,36.9,38.4,31.6,18.0,60.7,7.0,73.5,25.4,12.5,202.272678
Crawford County, Georgia,71.0,28,12388,43111,"(42724.4, 45201]",43.5,42.6,44.5,35.6,8.4,48.0,11.0,57.5,38.3,19.9,0.0
Crisp County, Georgia,113.0,47,22881,31176,"[22640, 34218.1]",38.4,35.6,40.3,35.7,8.9,47.7,15.5,46.7,44.5,32.5,0.0
Dade County, Georgia,83.0,47,16264,42953,"(42724.4, 45201]",40.7,39.9,41.5,35.5,10.2,56.9,6.1,62.3,32.8,16.4,0.0
Dawson County, Georgia,124.0,45,23312,57491,"(54545.6, 61494.5]",41.5,41.2,42.1,29.0,19.6,53.3,8.5,67.7,30.3,11.8,0.0
Decatur County, Georgia,130.0,64,27174,33968,"[22640, 34218.1]",37.4,34.1,40.6,34.9,9.3,46.1,6.5,48.9,40.4,27.7,0.0
DeKalb County, Georgia,2841.0,914,734871,50597,"(48021.6, 51046.4]",35.1,33.8,36.4,21.0,24.2,61.3,11.3,61.3,27.2,20.4,700.8032702
Dodge County, Georgia,110.0,47,20882,32293,"[22640, 34218.1]",40.2,37.4,42.9,42.1,8.9,45.9,9.8,56.1,39.7,25.9,0.0
Dooly County, Georgia,57.0,21,14035,31103,"[22640, 34218.1]",41.4,38.9,43.2,43.4,6.7,41.8,11.7,48.3,40.4,30.4,0.0
Dougherty County, Georgia,486.0,187,91332,32150,"[22640, 34218.1]",34.2,32.6,35.7,29.3,11.1,47.0,18.0,48.9,41.3,31.7,306.57381860000004
Douglas County, Georgia,519.0,185,140733,54581,"(54545.6, 61494.5]",35.9,34.5,36.9,31.2,16.7,59.6,10.5,64.9,27.0,14.2,28.42261588
Early County, Georgia,65.0,28,10575,34906,"(34218.1, 37413.8]",40.3,38.5,42.0,38.1,8.3,45.4,9.4,50.5,41.3,29.9,0.0
Echols County, Georgia,19.0,5,4040,34444,"(34218.1, 37413.8]",35.4,37.2,33.9,36.2,6.5,53.7,10.1,40.2,35.9,27.1,0.0
Effingham County, Georgia,230.0,87,57106,61195,"(54545.6, 61494.5]",36.1,34.9,37.2,38.2,11.5,61.1,6.0,70.2,23.5,11.0,35.02258957
Elbert County, Georgia,116.0,47,19364,35351,"(34218.1, 37413.8]",41.3,39.9,42.9,45.7,5.7,46.0,10.8,52.9,44.0,21.4,0.0
Emanuel County, Georgia,111.0,52,22708,30119,"[22640, 34218.1]",36.9,35.1,38.8,40.2,6.1,47.0,13.2,43.4,43.1,32.7,0.0
Evans County, Georgia,54.0,24,10787,33293,"[22640, 34218.1]",35.3,35.5,35.1,37.9,10.3,48.6,10.3,52.1,41.8,26.6,0.0
Fannin County, Georgia,163.0,71,24303,37813,"(37413.8, 40362.7]",50.2,49.6,50.5,38.8,10.2,43.3,12.0,52.2,46.1,19.6,205.7359174
Fayette County, Georgia,554.0,168,110714,79069,"(61494.5, 125635]",43.3,42.0,44.2,21.5,28.8,57.8,7.6,80.4,24.0,6.9,72.25825099
Walton County, Florida,296.0,124,63508,46867,"(45201, 48021.6]",43.6,42.4,45.1,28.1,17.6,52.2,7.9,57.5,37.8,15.8,0.0
Lamar County, Alabama,100.0,43,13886,34553,"(34218.1, 37413.8]",43.7,42.7,44.3,37.1,6.8,47.0,10.2,59.0,45.3,20.6,0.0
Washington County, Florida,108.0,64,24687,36482,"(34218.1, 37413.8]",40.9,39.5,43.1,41.3,6.7,41.0,11.5,54.0,47.8,20.0,0.0
Appling County, Georgia,81.0,36,18454,36642,"(34218.1, 37413.8]",38.6,37.6,39.8,42.8,8.2,49.5,7.9,49.6,39.7,24.9,0.0
Atkinson County, Georgia,32.0,15,8398,31740,"[22640, 34218.1]",34.9,34.8,34.9,39.2,5.2,54.9,7.3,40.5,36.7,26.5,0.0
Bacon County, Georgia,48.0,24,11299,34201,"[22640, 34218.1]",37.1,35.6,37.9,40.5,7.9,52.3,4.4,51.6,39.2,25.9,0.0
Baker County, Georgia,21.0,6,3180,43115,"(42724.4, 45201]",42.6,40.7,44.1,42.2,4.3,47.1,7.1,50.4,35.9,27.3,0.0
Baldwin County, Georgia,212.0,86,45459,37008,"(34218.1, 37413.8]",34.1,34.6,33.6,39.0,9.2,43.4,8.4,65.6,32.5,29.5,0.0
Banks County, Georgia,85.0,26,18495,46018,"(45201, 48021.6]",40.4,40.3,40.5,45.5,7.2,53.8,8.5,61.1,33.4,16.9,0.0
Barrow County, Georgia,281.0,114,75370,49698,"(48021.6, 51046.4]",34.8,32.9,36.2,35.0,11.5,59.0,10.1,62.1,28.5,13.0,0.0
Ben Hill County, Georgia,94.0,43,17403,31081,"[22640, 34218.1]",38.6,38.1,39.1,41.7,7.1,44.8,9.7,48.4,42.9,28.5,0.0
Lauderdale County, Alabama,529.0,238,92596,41324,"(40362.7, 42724.4]",41.1,39.4,42.7,34.1,12.8,,7.1,69.3,34.1,18.7,21.59920515
Berrien County, Georgia,94.0,40,18963,35078,"(34218.1, 37413.8]",39.0,37.1,41.4,38.0,7.2,43.0,13.8,49.2,37.8,26.7,0.0
Bibb County, Georgia,796.0,333,153721,36014,"(34218.1, 37413.8]",35.6,34.1,37.5,32.6,14.5,50.2,12.4,55.9,38.0,28.2,377.3069392
Bleckley County, Georgia,58.0,25,12243,40454,"(40362.7, 42724.4]",37.3,35.8,38.9,44.8,9.7,42.9,4.8,64.4,37.7,23.2,0.0
Brantley County, Georgia,80.0,41,18455,36865,"(34218.1, 37413.8]",39.0,37.7,39.6,45.6,4.7,47.5,10.9,43.9,39.4,21.7,0.0
Brooks County, Georgia,95.0,32,15658,32903,"[22640, 34218.1]",496.8,38.9,44.8,38.0,9.0,45.4,17.0,48.4,42.8,28.8,0.0
Bryan County, Georgia,135.0,54,35137,66556,"(61494.5, 125635]",35.1,34.3,35.9,27.6,20.4,57.9,9.0,70.8,26.0,11.9,0.0
Bulloch County, Georgia,236.0,101,72651,36315,"(34218.1, 37413.8]",26.3,25.5,27.9,28.0,16.9,52.5,9.1,66.3,25.0,31.4,27.5288709
Burke County, Georgia,114.0,50,22745,35055,"(34218.1, 37413.8]",36.0,34.4,37.2,39.9,5.6,49.6,8.2,50.0,41.9,31.1,0.0
Butts County, Georgia,130.0,60,23593,41505,"(40362.7, 42724.4]",38.4,35.9,41.1,43.8,7.1,45.8,10.3,60.9,33.8,21.3,0.0
Calhoun County, Georgia,33.0,12,6479,30760,"[22640, 34218.1]",38.2,36.5,41.3,38.6,6.0,37.1,7.7,45.2,42.4,38.5,0.0
Lawrence County, Alabama,198.0,78,33115,41574,"(40362.7, 42724.4]",41.7,40.8,42.5,40.6,7.7,47.0,9.8,66.5,36.4,16.6,0.0
Camden County, Georgia,191.0,73,52102,51793,"(51046.4, 54545.6]",31.6,29.6,34.6,31.4,13.2,52.0,8.5,71.9,26.1,12.0,0.0
Candler County, Georgia,48.0,23,10886,31829,"[22640, 34218.1]",37.1,36.0,37.4,34.9,10.2,49.4,8.1,44.0,41.3,29.1,0.0
Carroll County, Georgia,505.0,199,114545,43442,"(42724.4, 45201]",34.0,33.2,35.0,35.8,11.1,53.7,12.1,60.2,32.1,22.9,52.38116024
Catoosa County, Georgia,284.0,116,66050,50728,"(48021.6, 51046.4]",39.0,36.6,40.4,31.7,12.2,58.3,8.1,69.1,28.7,12.6,0.0
Charlton County, Georgia,44.0,22,12965,34312,"(34218.1, 37413.8]",40.7,40.3,42.2,41.8,5.9,43.2,13.8,56.4,33.4,29.5,0.0
Chatham County, Georgia,1258.0,473,286956,50154,"(48021.6, 51046.4]",34.3,32.8,35.8,25.5,20.3,55.8,9.7,63.8,28.6,17.9,477.4251105
Chattahoochee County, Georgia,24.0,9,11368,45933,"(45201, 48021.6]",23.3,23.0,24.5,27.0,19.3,24.0,16.5,80.6,16.1,18.8,0.0
Chattooga County, Georgia,144.0,62,24922,34830,"(34218.1, 37413.8]",40.3,38.2,42.4,39.7,5.7,44.2,10.0,49.3,43.6,21.1,0.0
Clarke County, Georgia,396.0,141,123912,31487,"[22640, 34218.1]",26.5,26.2,26.7,21.8,20.2,52.9,9.2,67.1,24.7,37.8,500.3550907
Blount County, Alabama,291.0,120,57673,45567,"(45201, 48021.6]",40.7,39.6,41.9,33.4,8.6,48.4,7.7,66.2,35.9,17.5,0.0
Lee County, Alabama,482.0,219,156993,41256,"(40362.7, 42724.4]",30.3,29.2,31.7,25.5,19.5,56.3,7.3,74.0,25.2,25.2,6.369710751
Limestone County, Alabama,411.0,143,91663,51175,"(51046.4, 54545.6]",39.0,37.5,40.4,32.1,15.2,53.4,7.8,69.5,29.9,13.6,0.0
Lowndes County, Alabama,67.0,28,10458,30675,"[22640, 34218.1]",39.5,37.8,41.2,35.3,10.2,40.9,13.2,54.7,45.8,31.4,0.0
Macon County, Alabama,109.0,53,19105,28518,"[22640, 34218.1]",37.5,35.6,38.8,30.9,10.9,45.3,16.9,59.1,43.3,32.1,52.34231876
Madison County, Alabama,1549.0,578,353089,58833,"(54545.6, 61494.5]",37.8,36.4,39.3,21.3,24.7,59.0,8.5,74.3,27.3,14.2,135.9430625
Marengo County, Alabama,122.0,52,20028,32977,"[22640, 34218.1]",42.2,41.0,43.0,42.0,9.7,42.4,11.4,60.1,43.6,25.6,0.0
Marion County, Alabama,191.0,81,30168,37707,"(37413.8, 40362.7]",44.1,42.9,44.7,34.5,7.4,46.8,9.9,64.9,40.2,20.2,0.0
Marshall County, Alabama,473.0,213,94725,36536,"(34218.1, 37413.8]",38.8,37.4,40.2,31.9,10.7,51.9,8.4,59.4,36.4,22.0,105.5687517
Mobile County, Alabama,2134.0,925,415395,42943,"(42724.4, 45201]",37.0,35.7,38.3,32.8,14.6,52.6,9.8,62.4,35.1,19.6,209.4392085
Monroe County, Alabama,126.0,54,21673,34733,"(34218.1, 37413.8]",41.1,39.3,41.8,44.7,8.0,37.3,20.7,52.4,43.4,25.3,0.0
Bullock County, Alabama,62.0,22,10696,26580,"[22640, 34218.1]",39.3,37.9,40.6,33.3,6.5,44.7,18.0,48.1,44.3,35.1,0.0
Montgomery County, Alabama,1023.0,442,226519,43054,"(42724.4, 45201]",35.2,33.5,36.6,26.0,19.2,55.4,8.8,63.5,36.3,22.5,26.48784429
Morgan County, Alabama,653.0,258,119565,45082,"(42724.4, 45201]",39.5,38.0,41.4,31.0,14.4,54.1,9.9,65.8,33.4,15.0,8.36365157
Perry County, Alabama,70.0,30,9652,27403,"[22640, 34218.1]",36.3,35.3,38.5,38.6,7.2,35.6,11.2,48.9,48.4,46.9,0.0
Pickens County, Alabama,110.0,48,20864,31933,"[22640, 34218.1]",42.4,41.5,43.7,42.2,6.7,41.7,13.8,58.0,44.5,25.0,0.0
Pike County, Alabama,153.0,62,33046,31844,"[22640, 34218.1]",31.3,30.1,32.8,33.9,14.3,52.7,10.2,67.3,33.9,26.4,30.26084851
Randolph County, Alabama,139.0,56,22696,36939,"(34218.1, 37413.8]",42.8,42.0,44.4,35.6,9.5,47.6,10.3,59.6,40.1,20.4,0.0
Russell County, Alabama,280.0,121,59660,35585,"(34218.1, 37413.8]",34.8,33.2,36.2,31.4,10.7,50.8,11.1,59.7,35.0,20.9,0.0
St. Clair County, Alabama,408.0,168,87074,50571,"(48021.6, 51046.4]",39.8,39.1,41.0,35.5,9.9,54.2,8.4,69.7,32.1,14.3,689.0690677
Shelby County, Alabama,875.0,288,208713,69432,"(61494.5, 125635]",37.9,37.2,38.6,21.4,26.9,63.7,5.5,80.5,21.5,9.6,158.111857
Sumter County, Alabama,70.0,35,13103,25413,"[22640, 34218.1]",36.7,36.0,38.7,40.5,9.8,40.3,16.8,46.5,46.6,38.1,0.0
